AVG,AVG_adj,BB,BB9,BB9_adj,ERA,ERA_adj,G,HLD,HR,HR_adj,IP,K9,K9_adj,L,OPS,OPS_adj,PA,RBI,SO,SV,W,WHIP,WHIP_adj,age,player,prev_league,raw_stats,role,season,section,team
,,30.0,1.6770186335403727,,3.3,,29.0,,,,161.0,8.608695652173912,,8.0,,,,,154.0,,11.0,1.24,,35.0,Ko Young-pyo,,"3.30 ERA, 29 G, 11 W, 8 L, 161.0 IP, 30 BB, 154 SO, 1.24 WHIP (FA in '28)",Starter,2026,Pitchers,KT Wiz
,,29.0,1.7743031951053705,,3.3,,26.0,,,,147.1,7.52549286199864,,7.0,,,,,123.0,1.0,10.0,1.25,,25.0,So Hyeong-jun,,"3.30 ERA, 26 G, 10 W, 7 L, 1 SV, 147.1 IP, 29 BB, 123 SO, 1.25 WHIP",Starter,2026,Pitchers,KT Wiz
,,52.0,3.542770628311885,,3.67,,25.0,,,,132.1,7.698713096139289,,8.0,,,,,113.0,,11.0,1.38,,25.0,Oh Won-seok,,"3.67 ERA, 25 G, 11 W, 8 L, 132.1 IP, 52 BB, 113 SO, 1.38 WHIP",Starter,2026,Pitchers,KT Wiz
,,8.0,1.565217391304348,,6.37,,10.0,,,,46.0,4.695652173913044,,1.0,,,,,24.0,,2.0,1.45,,26.0,Matt Sauer,,"6.37 ERA, 10G, 2W, 1L, 46 IP, 8 BB, 24 SO, 1.45 WHIP",Starter,2026,Pitchers,KT Wiz
,,14.0,2.909930715935335,,6.02,,25.0,,,,43.3,8.521939953810625,,0.0,,,,,41.0,,0.0,1.57,,32.0,Caleb Boushley,MLB,"6.02 ERA, 25G, 0W, 0L, 43.3 IP, 14 BB, 41 SO, 1.57 WHIP (MLB)",Starter,2026,Pitchers,KT Wiz
,,3.0,0.6122448979591837,,2.44,,53.0,9.0,,,44.1,4.8979591836734695,,2.0,,,,,24.0,,1.0,1.08,,41.0,Wu Kyu-min,,"2.44 ERA, 53 G, 1 W, 2 L, 9 HLD, 44.1 IP, 3 BB, 24 SO, 1.08 WHIP (FA in '26)",Bullpen,2026,Pitchers,KT Wiz
,,9.0,1.8793503480278422,,2.49,,41.0,5.0,,,43.1,7.099767981438515,,0.0,,,,,34.0,,3.0,0.92,,31.0,Lee Sang-dong,,"2.49 ERA, 41 G, 3 W, 0 L, 5 HLD, 43.1 IP, 9 BB, 34 SO, 0.92 WHIP",Bullpen,2026,Pitchers,KT Wiz
,,7.0,4.772727272727273,,3.95,,21.0,4.0,,,13.2,7.5,,1.0,,,,,11.0,,0.0,1.83,,26.0,Jeon Yong-ju,,"3.95 ERA, 21 G, 0 W, 1 L, 4 HLD, 13.2 IP, 7 BB, 11 SO, 1.83 WHIP",Bullpen,2026,Pitchers,KT Wiz
,,13.0,2.9104477611940296,,4.43,,34.0,,,,40.2,4.253731343283582,,1.0,,,,,19.0,,0.0,1.5,,31.0,Ju Kwon,,"4.43 ERA, 34 G, 0 W, 1 L, 40.2 IP, 13 BB, 19 SO, 1.50 WHIP (FA in '27)",Bullpen,2026,Pitchers,KT Wiz
,,15.0,2.586206896551724,,4.96,,58.0,11.0,,,52.2,6.206896551724138,,3.0,,,,,36.0,,4.0,1.48,,34.0,Kim Min-su,,"4.96 ERA, 58 G, 4 W, 3 L, 11 HLD, 52.2 IP, 15 BB, 36 SO, 1.48 WHIP (FA in '26)",Bullpen,2026,Pitchers,KT Wiz
,,35.0,5.526315789473684,,5.21,,52.0,14.0,,,57.0,7.105263157894737,,3.0,,,,,45.0,,0.0,1.6,,22.0,Won Sang-hyun,,"5.21 ERA, 52 G, 0 W, 3 L, 14 HLD, 57.0 IP, 35 BB, 45 SO, 1.60 WHIP",Bullpen,2026,Pitchers,KT Wiz
,,12.0,1.8556701030927834,,3.84,,58.0,13.0,,,58.2,8.505154639175258,,0.0,,,,,55.0,1.0,5.0,1.33,,25.0,Son Dong-hyun,,"3.84 ERA, 58 G, 5 W, 0 L, 1 SV, 13 HLD, 58.2 IP, 12 BB, 55 SO, 1.33 WHIP",Setup,2026,Pitchers,KT Wiz
,,34.0,4.434782608695652,,3.39,,67.0,1.0,,,69.0,10.043478260869565,,6.0,,,,,77.0,35.0,5.0,1.48,,23.0,Park Yeong-hyun,,"3.39 ERA, 67 G, 5 W, 6 L, 35 SV, 1 HLD, 69.0 IP, 34 BB, 77 SO, 1.48 WHIP",Closer,2026,Pitchers,KT Wiz
0.247,,55.0,,,,,129.0,,14.0,,,,,,0.713,,480.0,58.0,96.0,,,,,36.0,Jang Sung-woo,,".247 AVG, 129 G, 480 PA, 14 HR, 58 RBI, 55 BB, 96 SO, .713 OPS",Catcher,2026,Batters,KT Wiz
0.196,,10.0,,,,,20.0,,2.0,,,,,,0.74,,61.0,3.0,23.0,,,,,31.0,Samuel Hilliard,MLB,".196 AVG, 20G, 61 PA, 2HR, 3RBI, 10BB, 23 SO, .740 OPS (MLB)",1B,2026,Batters,KT Wiz
0.254,,52.0,,,,,113.0,,5.0,,,,,,0.684,,423.0,47.0,57.0,,,,,36.0,Kim Sang-su,,".254 AVG, 113 G, 423 PA, 5 HR, 47 RBI, 52 BB, 57 SO, .684 OPS (FA in '26)",2B,2026,Batters,KT Wiz
0.283,,39.0,,,,,114.0,,4.0,,,,,,0.717,,481.0,44.0,35.0,,,,,36.0,Heo Gyeong-min,,".283 AVG, 114 G, 481 PA, 4 HR, 44 RBI, 39 BB, 35 SO, .717 OPS",3B,2026,Batters,KT Wiz
0.207,,8.0,,,,,73.0,,1.0,,,,,,0.498,,154.0,11.0,27.0,,,,,31.0,Jang Jun-won,,".207 AVG, 73 G, 154 PA, 1 HR, 11 RBI, 8 BB, 27 SO, .498 OPS",SS,2026,Batters,KT Wiz
0.287,,25.0,,,,,106.0,,0.0,,,,,,0.67,,417.0,35.0,41.0,,,,,31.0,Kim Min-hyuck,,".287 AVG, 106 G, 417 PA, 0 HR, 35 RBI, 25 BB, 41 SO, .670 OPS",LF,2026,Batters,KT Wiz
0.242,,23.0,,,,,126.0,,6.0,,,,,,0.621,,449.0,44.0,71.0,,,,,29.0,Choi Won-jun,,".242 AVG, 126 G, 449 PA, 6 HR, 44 RBI, 23 BB, 71 SO, .621 OPS (FA in '29)",CF,2026,Batters,KT Wiz
0.334,,75.0,,,,,112.0,,22.0,,,,,,1.018,,482.0,80.0,72.0,,,,,23.0,Ahn Hyun-min,,".334 AVG, 112 G, 482 PA, 22 HR, 80 RBI, 75 BB, 72 SO, 1.018 OPS",RF,2026,Batters,KT Wiz
0.298,,64.0,,,,,140.0,,12.0,,,,,,0.806,,552.0,90.0,73.0,,,,,38.0,Kim Hyun-soo,,".298 AVG, 140 G, 552 PA, 12 HR, 90 RBI, 64 BB, 73 SO, .806 OPS",DH,2026,Batters,KT Wiz
,,27.0,1.4620938628158846,,3.24,,27.0,,,,166.2,5.848375451263538,,4.0,,,,,108.0,,12.0,1.1,,26.0,Won Tae-in,,"3.24 ERA, 27 G, 12 W, 4 L, 166.2 IP, 27 BB, 108 SO, 1.10 WHIP (FA in '26)",Starter,2026,Pitchers,Samsung Lions
,,51.0,3.6986301369863015,,4.92,,27.0,,,,124.1,7.90491539081386,,7.0,,,,,109.0,,8.0,1.44,,29.0,Choi Won-tae,,"4.92 ERA, 27 G, 8 W, 7 L, 124.1 IP, 51 BB, 109 SO, 1.44 WHIP",Starter,2026,Pitchers,Samsung Lions
,,12.0,3.913043478260869,,4.88,,5.0,,,,27.6,7.5,,1.0,,,,,23.0,,0.0,1.55,,27.0,Matt Manning,MLB,"4.88 ERA, 5G, 0W, 1L, 27.6 IP, 12 BB, 23 SO, 1.55 WHIP (MLB)",Starter,2026,Pitchers,Samsung Lions
,,36.0,1.6438356164383563,,2.6,,30.0,,,,197.1,6.4840182648401825,,8.0,,,,,142.0,,15.0,1.08,,28.0,Jurado,,"2.60 ERA, 30 G, 15 W, 8 L, 197.1 IP, 36 BB, 142 SO, 1.08 WHIP",Starter,2026,Pitchers,Samsung Lions
,,46.0,4.094955489614244,,5.42,,25.0,,,,101.1,6.587537091988131,,9.0,,,,,74.0,,4.0,1.65,,24.0,Lee Seung-hyun,,"5.42 ERA, 25 G, 4 W, 9 L, 101.1 IP, 46 BB, 74 SO, 1.65 WHIP",Starter,2026,Pitchers,Samsung Lions
,,34.0,6.047430830039525,,3.91,,65.0,,,,50.6,10.138339920948617,,3.0,,,,,57.0,,2.0,1.66,,33.0,Bae Chan-seung,,"3.91 ERA, 65 G, 2 W, 3 L, 50.6 IP, 34 BB, 57 SO, 1.66 WHIP",Bullpen,2026,Pitchers,Samsung Lions
,,26.0,3.6391912908242614,,3.78,,62.0,,,,64.3,7.418351477449456,,2.0,,,,,53.0,,3.0,1.35,,25.0,Lee Seung-min,,"3.78 ERA, 62 G, 3 W, 2 L, 64.3 IP, 26 BB, 53 SO, 1.35 WHIP",Bullpen,2026,Pitchers,Samsung Lions
,,19.0,2.7142857142857144,,3.43,,33.0,,,,63.0,6.428571428571429,,3.0,,,,,45.0,,3.0,1.37,,26.0,Yang Chang-sup,,"3.43 ERA, 33 G, 3 W, 3 L, 63 IP, 19 BB, 45 SO, 1.37 WHIP",Bullpen,2026,Pitchers,Samsung Lions
,,7.0,1.9504643962848298,,1.95,,29.0,,,,32.3,8.637770897832818,,0.0,,,,,31.0,,2.0,0.8,,38.0,Back Jeong-hyun,,"1.95 ERA, 29 G, 2 W, 0 L, 32.3 IP, 7 BB, 31 SO, 0.80 WHIP",Bullpen,2026,Pitchers,Samsung Lions
,,24.0,7.5524475524475525,,5.34,,27.0,,,,28.6,5.979020979020978,,1.0,,,,,19.0,,0.0,1.64,,20.0,Yook Seon-yup,,"5.34 ERA, 27 G, 0 W, 1 L, 28.6 IP, 24 BB, 19 SO, 1.64 WHIP",Bullpen,2026,Pitchers,Samsung Lions
,,11.0,2.7808988764044944,,6.31,,42.0,,,,35.6,7.331460674157303,,1.0,,,,,29.0,,2.0,1.51,,34.0,Lee Seung-hyunb,,"6.31 ERA, 42 G, 2 W, 1 L, 35.6 IP, 11 BB, 29 SO, 1.51 WHIP",Bullpen,2026,Pitchers,Samsung Lions
,,29.0,4.7368421052631575,,6.34,,58.0,3.0,,,55.1,11.270417422867514,,4.0,,,,,69.0,9.0,7.0,1.5,,22.0,Lee Ho-seong,,"6.34 ERA, 58 G, 7 W, 4 L, 9 SV, 3 HLD, 55.1 IP, 29 BB, 69 SO, 1.50 WHIP",Setup,2026,Pitchers,Samsung Lions
,,13.0,2.0454545454545454,,4.99,,63.0,3.0,,,57.2,6.765734265734266,,7.0,,,,,43.0,13.0,4.0,1.21,,36.0,Kim Jae-yoon,,"4.99 ERA, 63 G, 4 W, 7 L, 13 SV, 3 HLD, 57.2 IP, 13 BB, 43 SO, 1.21 WHIP",Closer,2026,Pitchers,Samsung Lions
0.269,,38.0,,,,,127.0,,12.0,,,,,,0.753,,,71.0,69.0,,,,,41.0,Kang Min-ho,,".269 AVG, 127 G, 12 HR, 71 RBI, 38 BB, 69 SO, .753 OPS",Catcher,2026,Batters,Samsung Lions
0.314,,60.0,,,,,144.0,,50.0,,,,,,1.025,,,158.0,100.0,,,,,28.0,Diaz,,".314 AVG, 144 G, 50 HR, 158 RBI, 60 BB, 100 SO, 1.025 OPS",1B,2026,Batters,Samsung Lions
0.28,,33.0,,,,,129.0,,1.0,,,,,,0.674,,,37.0,73.0,,,,,32.0,Ryu Ji-hyeok,,".280 AVG, 129 G, 1 HR, 37 RBI, 33 BB, 73 SO, .674 OPS",2B,2026,Batters,Samsung Lions
0.249,,48.0,,,,,125.0,,22.0,,,,,,0.778,,,72.0,143.0,,,,,23.0,Kim Young-woong,,".249 AVG, 125 G, 22 HR, 72 RBI, 48 BB, 143 SO, .778 OPS",3B,2026,Batters,Samsung Lions
0.254,,69.0,,,,,139.0,,16.0,,,,,,0.787,,,67.0,119.0,,,,,23.0,Lee Jae-hyun,,".254 AVG, 139 G, 16 HR, 67 RBI, 69 BB, 119 SO, .787 OPS",SS,2026,Batters,Samsung Lions
0.319,,73.0,,,,,142.0,,19.0,,,,,,0.918,,,96.0,91.0,,,,,33.0,Koo Ja-wook,,".319 AVG, 142 G, 19 HR, 96 RBI, 73 BB, 91 SO, .918 OPS (FA in '26)",LF,2026,Batters,Samsung Lions
0.331,,65.0,,,,,127.0,,6.0,,,,,,0.893,,,61.0,54.0,,,,,27.0,Kim Seong-yoon,,".331 AVG, 127 G, 6 HR, 61 RBI, 65 BB, 54 SO, .893 OPS",CF,2026,Batters,Samsung Lions
0.287,,21.0,,,,,64.0,,6.0,,,,,,0.797,,,14.0,43.0,,,,,26.0,Park Seung-gyu,,".287 AVG, 64 G, 6 HR, 14 RBI, 21 BB, 43 SO, .797 OPS",RF,2026,Batters,Samsung Lions
0.307,,67.0,,,,,133.0,,24.0,,,,,,0.928,,549.0,86.0,98.0,,,,,43.0,Choi Hyoung-woo,,".307 AVG, 133 G, 549 PA, 24 HR, 86 RBI, 67 BB, 98 SO, .928 OPS",DH,2026,Batters,Samsung Lions
